ix	type	id	bnf_code	nm	form_route
218	amp	3190311000001103	0302000C0BCACAE	Becotide 100microgram Rotacaps (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
219	amp	3192111000001101	0302000C0BCADAF	Becotide 200microgram Rotacaps (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
220	amp	3194011000001108	0302000C0BCAGAI	Becotide 400microgram Rotacaps (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
221	amp	3088611000001100	0302000C0BHAAAG	Becodisks 100microgram with Diskhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
222	amp	3086011000001108	0302000C0BHABAL	Becodisks 100microgram (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
223	amp	3096011000001109	0302000C0BHACAH	Becodisks 200microgram with Diskhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
224	amp	3099811000001109	0302000C0BHADAK	Becodisks 200microgram (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
225	amp	3102211000001109	0302000C0BHAEAJ	Becodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
226	amp	3104911000001109	0302000C0BHAFAQ	Becodisks 400microgram (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
227	amp	3111911000001108	0302000C0BIADBI	Asmabec 50 Clickhaler (Focus Pharmaceuticals Ltd)	powderinhalation.inhalation
228	amp	3112511000001109	0302000C0BIAEBJ	Asmabec 100 Clickhaler (Focus Pharmaceuticals Ltd)	powderinhalation.inhalation
229	amp	3174111000001102	0302000C0BIAFBK	Asmabec 250 Clickhaler (Focus Pharmaceuticals Ltd)	powderinhalation.inhalation
230	amp	9525111000001105	0302000C0BNAABU	Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	powderinhalation.inhalation
231	amp	26112111000001106	0302000C0BRAABY	Fostair NEXThaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)	powderinhalation.inhalation
232	amp	31063111000001106	0302000C0BRABCA	Fostair NEXThaler 200micrograms/dose / 6micrograms/dose dry powder inhaler (Chiesi Ltd)	powderinhalation.inhalation
233	amp	3112411000001105	0302000K0BBAHAG	Pulmicort 200 Turbohaler (AstraZeneca UK Ltd)	powderinhalation.inhalation
234	amp	3228711000001106	0302000K0BBAIAH	Pulmicort 400 Turbohaler (AstraZeneca UK Ltd)	powderinhalation.inhalation
235	amp	3113111000001106	0302000K0BBAKAK	Pulmicort 100 Turbohaler (AstraZeneca UK Ltd)	powderinhalation.inhalation
236	amp	3294211000001101	0302000K0BDAAAL	Symbicort 100/6 Turbohaler (AstraZeneca UK Ltd)	powderinhalation.inhalation
237	amp	3294611000001104	0302000K0BDABAM	Symbicort 200/6 Turbohaler (AstraZeneca UK Ltd)	powderinhalation.inhalation
238	amp	4373811000001100	0302000K0BDACAU	Symbicort 400/12 Turbohaler (AstraZeneca UK Ltd)	powderinhalation.inhalation
239	amp	8031811000001102	0302000K0BFAAAV	Budelin Novolizer 200micrograms/dose inhalation powder (Mylan)	powderinhalation.inhalation
240	amp	9111811000001100	0302000K0BFABAW	Budelin Novolizer 200micrograms/dose inhalation powder refill (Mylan)	powderinhalation.inhalation
241	amp	10073911000001106	0302000K0BGAAAK	Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	powderinhalation.inhalation
242	amp	10074611000001102	0302000K0BGABAG	Easyhaler Budesonide 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	powderinhalation.inhalation
243	amp	10074411000001100	0302000K0BGACAH	Easyhaler Budesonide 400micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	powderinhalation.inhalation
244	amp	25254111000001105	0302000K0BHAAAM	DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd)	powderinhalation.inhalation
245	amp	25254711000001106	0302000K0BHABAU	DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd)	powderinhalation.inhalation
246	amp	34812111000001106	0302000K0BIAAAU	Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	powderinhalation.inhalation
247	amp	34950311000001108	0302000K0BIABAM	Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	powderinhalation.inhalation
248	amp	34950611000001103	0302000K0BIADAL	Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	powderinhalation.inhalation
249	amp	31064811000001101	0302000N0AAAZAZ	Fluticasone propionate 500micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler (A A H Pharmaceuticals Ltd)	powderinhalation.inhalation
250	amp	3097711000001109	0302000N0BBAAAA	Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
251	amp	3098611000001101	0302000N0BBACAC	Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
252	amp	3099611000001105	0302000N0BBADAD	Flixotide 100microgram disks (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
253	amp	3106311000001102	0302000N0BBAEAE	Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
254	amp	3103511000001100	0302000N0BBAFAF	Flixotide 250microgram disks (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
255	amp	3183811000001101	0302000N0BBARAR	Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
256	amp	3184311000001107	0302000N0BBASAS	Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
257	amp	3184911000001108	0302000N0BBATAT	Flixotide 250micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
258	amp	3185211000001103	0302000N0BBAUAU	Flixotide 500micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
259	amp	3186911000001100	0302000N0BCAAAX	Seretide 100 Accuhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
260	amp	3187211000001106	0302000N0BCABAY	Seretide 250 Accuhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
261	amp	3188311000001102	0302000N0BCACAZ	Seretide 500 Accuhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
262	amp	30950311000001106	0302000N0BGAAAZ	AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Sandoz Ltd)	powderinhalation.inhalation
263	amp	33679711000001103	0302000N0BHAAAZ	Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (Teva UK Ltd)	powderinhalation.inhalation
264	amp	35515511000001100	0302000N0BKAAAY	Fusacomb Easyhaler 50micrograms/dose / 250micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	powderinhalation.inhalation
265	amp	35515311000001106	0302000N0BKABAZ	Fusacomb Easyhaler 50micrograms/dose / 500micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	powderinhalation.inhalation
266	amp	36604711000001102	0302000N0BMAAAZ	Stalpex 50micrograms/dose / 500micrograms/dose dry powder inhaler (Glenmark Pharmaceuticals Europe Ltd)	powderinhalation.inhalation
267	amp	4045711000001107	0302000R0BBAAAA	Asmanex 200micrograms/dose Twisthaler (Merck Sharp & Dohme Ltd)	powderinhalation.inhalation
268	amp	4043811000001103	0302000R0BBACAC	Asmanex 400micrograms/dose Twisthaler (Merck Sharp & Dohme Ltd)	powderinhalation.inhalation
269	amp	23621711000001102	0302000V0BBAAAA	Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
270	amp	23622011000001107	0302000V0BBABAB	Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
271	amp	34952211000001104	0302000V0BCAAA0	Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	powderinhalation.inhalation
272	amp	34681611000001100	0301011ABBBAAA0	Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)	pressurizedinhalation.inhalation
273	amp	3175711000001102	0302000C0AAAAAA	Beclometasone 50micrograms/dose inhaler (A A H Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
274	amp	3175911000001100	0302000C0AAAAAA	Beclometasone 50micrograms/dose inhaler (Mylan)	pressurizedinhalation.inhalation
275	amp	3176711000001105	0302000C0AAAAAA	Beclometasone 50micrograms/dose inhaler (Kent Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
276	amp	3177111000001107	0302000C0AAAAAA	Beclometasone 50micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd)	pressurizedinhalation.inhalation
277	amp	4773611000001100	0302000C0AAAAAA	Beclometasone 50micrograms/dose inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
278	amp	11400011000001108	0302000C0AAAAAA	Beclometasone 50micrograms/dose inhaler (Almus Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
279	amp	17793411000001101	0302000C0AAAAAA	Beclometasone 50micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd)	pressurizedinhalation.inhalation
280	amp	3178211000001102	0302000C0AAABAB	Beclometasone 100micrograms/dose inhaler (A A H Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
281	amp	3178411000001103	0302000C0AAABAB	Beclometasone 100micrograms/dose inhaler (Mylan)	pressurizedinhalation.inhalation
282	amp	3179011000001102	0302000C0AAABAB	Beclometasone 100micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd)	pressurizedinhalation.inhalation
283	amp	4773811000001101	0302000C0AAABAB	Beclometasone 100micrograms/dose inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
284	amp	7379111000001102	0302000C0AAABAB	Beclometasone 100micrograms/dose inhaler (Kent Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
285	amp	11400511000001100	0302000C0AAABAB	Beclometasone 100micrograms/dose inhaler (Almus Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
286	amp	17794111000001108	0302000C0AAABAB	Beclometasone 100micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd)	pressurizedinhalation.inhalation
287	amp	3179811000001108	0302000C0AAACAC	Beclometasone 250micrograms/dose inhaler (A A H Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
288	amp	3180011000001102	0302000C0AAACAC	Beclometasone 250micrograms/dose inhaler (Mylan)	pressurizedinhalation.inhalation
289	amp	3180911000001103	0302000C0AAACAC	Beclometasone 250micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd)	pressurizedinhalation.inhalation
290	amp	4774011000001109	0302000C0AAACAC	Beclometasone 250micrograms/dose inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
291	amp	7379311000001100	0302000C0AAACAC	Beclometasone 250micrograms/dose inhaler (Kent Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
292	amp	11400811000001102	0302000C0AAACAC	Beclometasone 250micrograms/dose inhaler (Almus Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
293	amp	17833911000001100	0302000C0AAACAC	Beclometasone 250micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd)	pressurizedinhalation.inhalation
294	amp	4332611000001107	0302000C0AAARAR	Beclometasone 200micrograms/dose inhaler (A A H Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
295	amp	15052211000001104	0302000C0AAARAR	Beclometasone 200micrograms/dose inhaler (Sigma Pharmaceuticals Plc)	pressurizedinhalation.inhalation
296	amp	3180211000001107	0302000C0BBAAAC	Becloforte 250micrograms/dose inhaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
297	amp	3178611000001100	0302000C0BCAHAB	Becotide 100 inhaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
298	amp	3176211000001103	0302000C0BCAIAA	Becotide 50 inhaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
299	amp	3179311000001104	0302000C0BCAQAR	Becotide 200 inhaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
300	amp	3292811000001106	0302000C0BDAAAN	Ventide inhaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
301	amp	3182411000001107	0302000C0BEABAU	AeroBec Forte 250 Autohaler (Meda Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
302	amp	3181411000001102	0302000C0BEACAT	AeroBec 100 Autohaler (Meda Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
303	amp	3176411000001104	0302000C0BFAAAA	Beclazone 50 inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
304	amp	3178811000001101	0302000C0BFABAB	Beclazone 100 inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
305	amp	3180611000001109	0302000C0BFACAC	Beclazone 250 inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
306	amp	3604611000001104	0302000C0BFADAS	Beclazone 50 Easi-Breathe inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
307	amp	3181711000001108	0302000C0BFAEAT	Beclazone 100 Easi-Breathe inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
308	amp	3182611000001105	0302000C0BFAFAU	Beclazone 250 Easi-Breathe inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
309	amp	3179511000001105	0302000C0BFAGAR	Beclazone 200 inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
310	amp	3175211000001109	0302000C0BGAAAA	Filair 50 inhaler (Meda Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
311	amp	3177911000001105	0302000C0BGABAB	Filair 100 inhaler (Meda Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
312	amp	3176811000001102	0302000C0BJAABE	Qvar 50 inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
313	amp	3175611000001106	0302000C0BJABBF	Qvar 100 inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
314	amp	3177411000001102	0302000C0BJACBG	Qvar 50 Autohaler (Teva UK Ltd)	pressurizedinhalation.inhalation
315	amp	3177711000001108	0302000C0BJADBH	Qvar 100 Autohaler (Teva UK Ltd)	pressurizedinhalation.inhalation
316	amp	8159511000001107	0302000C0BJAEBG	Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
317	amp	8159711000001102	0302000C0BJAFBH	Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd)	pressurizedinhalation.inhalation
318	amp	10617711000001103	0302000C0BPAABE	Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd)	pressurizedinhalation.inhalation
319	amp	10618211000001109	0302000C0BPABBF	Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd)	pressurizedinhalation.inhalation
320	amp	10619311000001107	0302000C0BPACBV	Clenil Modulite 200micrograms/dose inhaler (Chiesi Ltd)	pressurizedinhalation.inhalation
321	amp	10619611000001102	0302000C0BPADBW	Clenil Modulite 250micrograms/dose inhaler (Chiesi Ltd)	pressurizedinhalation.inhalation
322	amp	12906411000001100	0302000C0BQAABX	Fostair 100micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)	pressurizedinhalation.inhalation
323	amp	31063411000001101	0302000C0BQABBZ	Fostair 200micrograms/dose / 6micrograms/dose inhaler (Chiesi Ltd)	pressurizedinhalation.inhalation
324	amp	35430111000001100	0302000C0BSAABE	Kelhale 50micrograms/dose inhaler (Cipla EU Ltd)	pressurizedinhalation.inhalation
325	amp	35430311000001103	0302000C0BSABBF	Kelhale 100micrograms/dose inhaler (Cipla EU Ltd)	pressurizedinhalation.inhalation
326	amp	36603211000001106	0302000C0BTAABE	Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)	pressurizedinhalation.inhalation
327	amp	36603411000001105	0302000C0BTABBV	Soprobec 200micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)	pressurizedinhalation.inhalation
328	amp	36603611000001108	0302000C0BTACBF	Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)	pressurizedinhalation.inhalation
329	amp	36603811000001107	0302000C0BTADBW	Soprobec 250micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd)	pressurizedinhalation.inhalation
330	amp	2924111000001109	0302000K0BBADAD	Pulmicort 200micrograms/dose inhaler (AstraZeneca UK Ltd)	pressurizedinhalation.inhalation
331	amp	3240911000001108	0302000K0BBAEAA	Pulmicort LS 50micrograms/dose inhaler (AstraZeneca UK Ltd)	pressurizedinhalation.inhalation
332	amp	14951111000001102	0302000K0BBAMAZ	Pulmicort 100micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)	pressurizedinhalation.inhalation
333	amp	15358411000001102	0302000K0BBANBA	Pulmicort 200micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)	pressurizedinhalation.inhalation
334	amp	32926011000001100	0302000K0BDADBB	Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)	pressurizedinhalation.inhalation
335	amp	398511000001105	0302000N0BBAYBA	Flixotide 125micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
336	amp	2831211000001109	0302000N0BBBABC	Flixotide 250micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
337	amp	726611000001102	0302000N0BBBBBH	Flixotide 50micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
338	amp	453611000001102	0302000N0BCADBE	Seretide 50 Evohaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
339	amp	810211000001105	0302000N0BCAEBF	Seretide 125 Evohaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
340	amp	539811000001106	0302000N0BCAFBG	Seretide 250 Evohaler (GlaxoSmithKline UK Ltd)	pressurizedinhalation.inhalation
341	amp	21019411000001101	0302000N0BDAABJ	Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
342	amp	21019711000001107	0302000N0BDABBK	Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
343	amp	21020611000001104	0302000N0BDACBL	Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
344	amp	35647311000001101	0302000N0BDADBP	Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
345	amp	35650811000001109	0302000N0BDAEBQ	Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)	pressurizedinhalation.inhalation
346	amp	29782111000001107	0302000N0BFAABF	Sirdupla 25micrograms/dose / 125micrograms/dose inhaler (Mylan)	pressurizedinhalation.inhalation
347	amp	29782511000001103	0302000N0BFABBG	Sirdupla 25micrograms/dose / 250micrograms/dose inhaler (Mylan)	pressurizedinhalation.inhalation
348	amp	34215311000001107	0302000N0BGABBF	AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd)	pressurizedinhalation.inhalation
349	amp	34215511000001101	0302000N0BGACBG	AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Sandoz Ltd)	pressurizedinhalation.inhalation
350	amp	34023611000001101	0302000N0BIAABF	Sereflo 25micrograms/dose / 125micrograms/dose inhaler (Cipla EU Ltd)	pressurizedinhalation.inhalation
351	amp	34023811000001102	0302000N0BIABBG	Sereflo 25micrograms/dose / 250micrograms/dose inhaler (Cipla EU Ltd)	pressurizedinhalation.inhalation
352	amp	34677011000001107	0302000N0BJAABF	Aloflute 25micrograms/dose / 125micrograms/dose inhaler (Mylan)	pressurizedinhalation.inhalation
353	amp	34675711000001103	0302000N0BJABBG	Aloflute 25micrograms/dose / 250micrograms/dose inhaler (Mylan)	pressurizedinhalation.inhalation
354	amp	35594011000001105	0302000N0BLAABE	Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)	pressurizedinhalation.inhalation
355	amp	35594211000001100	0302000N0BLABBF	Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)	pressurizedinhalation.inhalation
356	amp	35594411000001101	0302000N0BLACBG	Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd)	pressurizedinhalation.inhalation
357	amp	9003911000001102	0302000U0BBAAAA	Alvesco 80 inhaler (AstraZeneca UK Ltd)	pressurizedinhalation.inhalation
358	amp	9004211000001109	0302000U0BBABAB	Alvesco 160 inhaler (AstraZeneca UK Ltd)	pressurizedinhalation.inhalation
359	amp	3779011000001107	1304000W0BBADBB	Locoid 0.1% scalp lotion (LEO Pharma)	solution.cutaneous
360	amp	30166411000001108	1104010I0AAATAT	Dexamethasone 0.1% eye drops 0.4ml unit dose preservative free (Wockhardt UK Ltd)	solution.ophthalmic
361	amp	30987511000001109	1104010I0AAATAT	Dexamethasone 0.1% eye drops 0.4ml unit dose preservative free (A A H Pharmaceuticals Ltd)	solution.ophthalmic
362	amp	23484611000001104	1104010I0BGAAAT	Dropodex 0.1% eye drops 0.4ml unit dose (Rayner Pharmaceuticals Ltd)	solution.ophthalmic
363	amp	24433911000001103	1104010I0BHAAAT	Dexafree 1mg/1ml eye drops 0.4ml unit dose (Thea Pharmaceuticals Ltd)	solution.ophthalmic
364	amp	20499711000001109	0304010ABAAADAD	Desloratadine 2.5mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	solution.oral
365	amp	22392211000001109	0304010ABAAADAD	Desloratadine 2.5mg/5ml oral solution sugar free (Waymade Healthcare Plc)	solution.oral
