month,name,practice,items
2021-01-01,FEARNHEAD CROSS MED.CTR.,N81048,13
2021-01-01,THE OVER-WYRE MED.CTR.,P81087,15
2021-01-01,WEST POINT MEDICAL CENTRE,P84027,14
2021-03-01,ST FILLAN'S MEDICAL CTRE,P81018,19
2021-03-01,"THE DOCTORS HOUSE, MARLOW MEDICAL GROUP",K82023,13
2020-11-01,BEWICKE MEDICAL CENTRE,A87013,18
2020-11-01,HILL BROW SURGERY PMS PRACTICE,C85010,27
2020-07-01,PEEL HOUSE MEDICAL PRACTICE,P81036,16
2020-07-01,CENTRAL HEALTHCARE,B82038,17
2021-04-01,VALENS MEDICAL PARTNERSHIP,A84036,32
2021-04-01,THE WEAVERS PRACTICE,P81755,17
2020-07-01,HALTWHISTLE MEDICAL GROUP,A84034,14
2020-07-01,THE TICKHILL & COLLIERY MEDICAL PRACTICE,C86013,14
2020-09-01,HUGHENDEN VALLEY SURGERY,K82049,15
2020-12-01,BEECH HILL MEDICAL PRACTICE,P92010,14
2021-02-01,VILLA MED CTR,N85018,25
2021-02-01,ASHFIELDS PRIMARY CARE CENTRE,N81032,13
2021-02-01,LANCASTER MEDICAL PRACTICE,P81002,18
2021-01-01,LEIGH VIEW MEDICAL PRACTICE,B86064,16
2020-08-01,THE WEAVERS PRACTICE,P81755,20
2021-02-01,CENTRAL HEALTHCARE,B82038,14
2021-01-01,ST MARKS MEDICAL CENTRE (TCG MEDICAL),N84021,21
2021-03-01,REVEL SURGERY,M84031,17
2021-03-01,THE WEAVERS PRACTICE,P81755,19
2021-03-01,HEREFORD MEDICAL GROUP,M81026,14
2020-11-01,DARWIN MEDICAL CENTRE,M83617,14
2020-11-01,BAY MEDICAL GROUP,Y01008,13
2020-10-01,KNUTSFORD MEDICAL PARTNERSHIP,N81049,16
2020-07-01,PARCLIFFE MEDICAL CENTRE,P81150,17
2021-04-01,THE DE PARYS GROUP,E81037,13
2020-11-01,BEDLINGTONSHIRE MED.GROUP,A84005,16
2020-12-01,"THE DOCTORS HOUSE, MARLOW MEDICAL GROUP",K82023,17
2020-09-01,VILLAGE MEDICAL GROUP,A84030,30
2021-05-01,PORTSDOWN GROUP PRACTICE,J82155,22
2021-05-01,THREE CHEQUERS MEDICAL PRACTICE,J83026,17
2021-02-01,QUEENS ROAD SURGERY,A83049,24
2021-01-01,CENTRAL HEALTHCARE,B82038,20
2021-01-01,RAILWAY MEDICAL GROUP,A84009,18
2021-01-01,REVEL SURGERY,M84031,16
2020-08-01,WEST TIMPERLEY MEDICAL CENTRE,P91016,18
2020-08-01,RAINBOW MEDICAL CENTRE,N83001,22
2020-08-01,LANCASTER MEDICAL PRACTICE,P81002,19
2020-11-01,SHEVINGTON SURGERY,P92017,15
2020-10-01,MIDLANDS MEDICAL PARTNERSHIP,M85063,14
2020-10-01,THE TICKHILL & COLLIERY MEDICAL PRACTICE,C86013,16
2020-12-01,VILLA MED CTR,N85018,22
2020-12-01,WHITBY GROUP PRACTICE,B82017,14
2021-04-01,THE TICKHILL & COLLIERY MEDICAL PRACTICE,C86013,17
2021-04-01,GREAT SUTTON MEDICAL CENTRE,N81050,15
2020-09-01,LIVERPOOL RD MEDICAL PRACTICE,N84007,13
2020-09-01,CASTLEHEAD MEDICAL CENTRE,A82028,14
2020-09-01,MARINE MEDICAL GROUP,A84014,16
2020-09-01,BURN BRAE MEDICAL GROUP,A84024,15
2020-12-01,CHEVIN MEDICAL PRACTICE,B86032,13
2021-01-01,GP AT HAND,E85124,13
2020-08-01,THE ATHERSTONE SURGERY,M84019,17
2020-08-01,GREAT SUTTON MEDICAL CENTRE,N81050,13
2020-08-01,LAKESIDE HEALTHCARE,K83002,13
2021-01-01,MARTON MEDICAL PRACTICE,P81054,13
2021-03-01,PARCLIFFE MEDICAL CENTRE,P81150,21
2020-11-01,KING'S MEDICAL PRACTICE,B87039,16
2020-11-01,CHEVIN MEDICAL PRACTICE,B86032,16
2020-10-01,MANSFIELD MEDICAL CENTRE,M86017,16
2020-10-01,BELLBROOKE SURGERY,B86081,19
2020-10-01,LOCKWOOD GP SURGERY,P81149,14
2020-10-01,NORTHGATE MEDICAL CENTRE,M91017,13
2021-04-01,THE FRIARY SURGERY,B82072,17
2020-12-01,EARNSWOOD MEDICAL CENTRE,N81053,13
2020-12-01,STICKNEY SURGERY,C83055,14
2020-08-01,CITY VIEW MEDICAL PRACTICE,B86002,13
2020-10-01,PARCLIFFE MEDICAL CENTRE,P81150,21
2020-12-01,PRIORY MEDICAL GROUP,B82005,31
2021-04-01,SHAFTESBURY MEDICAL CTR.,B86016,20
2020-10-01,THE GRANGE MEDICAL PRACTICE,B85028,13
2020-10-01,MONKSEATON MEDICAL CENTRE,A87020,20
2020-07-01,PORTUGAL PLACE HEALTH CTR,A87003,20
2020-09-01,MIDDLEWOOD PARTNERSHIP,N81022,18
2020-12-01,CENTRAL HEALTHCARE,B82038,15
2020-12-01,OAKWOOD LANE MEDICAL PRACTICE,B86022,17
2021-02-01,ELMWOOD FAMILY DOCTORS,B85006,18
2021-02-01,GREAT SUTTON MEDICAL CENTRE,N81050,20
2021-01-01,PEARTREE LANE SURGERY,E82040,15
2020-08-01,BEDLINGTONSHIRE MED.GROUP,A84005,13
2021-02-01,WESTMORELAND GP CENTRE,N82037,13
2021-03-01,HILL BROW SURGERY PMS PRACTICE,C85010,23
2020-11-01,OAKENHURST MEDICAL PRACTICE,P81125,21
2020-11-01,VILLAGE MEDICAL GROUP,A84030,23
2020-10-01,VILLA MED CTR,N85018,31
2020-10-01,OAKENHURST MEDICAL PRACTICE,P81125,18
2020-07-01,LAKESIDE HEALTHCARE ST NEOTS,D81057,23
2021-04-01,THE ARROW SURGERY,M84060,15
2020-09-01,COLLINGWOOD HEALTH GROUP,A87004,26
2020-12-01,STOCKBRIDGE SURGERY,J82016,13
2020-12-01,HUGHENDEN VALLEY SURGERY,K82049,20
2021-05-01,THE VILLAGE GREEN SURGERY,A87016,17
2021-05-01,RIVERSIDE HEALTH CENTRE,C84094,14
2021-02-01,NORTON MEDICAL CENTRE,A81036,18
2021-01-01,CARLISLE HEALTHCARE,A82016,15
2021-03-01,STANMORE MEDICAL GROUP,E82005,14
2021-03-01,NORTON MEDICAL CENTRE,A81036,23
2020-11-01,WESTONGROVE PARTNERSHIP,K82073,15
2020-11-01,WEST TIMPERLEY MEDICAL CENTRE,P91016,19
2020-10-01,VESPER ROAD,B86041,14
2020-07-01,DR L FREEMAN & PARTNERS,B86006,16
2020-07-01,GREAT SUTTON MEDICAL CENTRE,N81050,15
2020-11-01,THE VILLAGE GREEN SURGERY,A87016,18
2020-11-01,MARINE MEDICAL GROUP,A84014,13
2020-12-01,VALENS MEDICAL PARTNERSHIP,A84036,22
2020-12-01,PORTUGAL PLACE HEALTH CTR,A87003,18
2021-02-01,THE CRESCENT SURGERY,P81092,17
2021-03-01,WYCHBURY MEDICAL GROUP,M87024,13
2021-03-01,RIVERSIDE MEDICAL CENTRE,P81185,13
2020-11-01,JORVIK GILLYGATE PRACTICE,B82098,13
2020-11-01,VILLAGE SURGERY,E82037,13
2020-10-01,ST. MARY'S HEALTH CENTRE,P81213,20
2020-10-01,SCARBOROUGH MEDICAL GROUP,B82054,15
2020-10-01,LEIGH VIEW MEDICAL PRACTICE,B86064,16
2020-12-01,WEST TIMPERLEY MEDICAL CENTRE,P91016,14
2021-04-01,WOKINGHAM MEDICAL CENTRE,K81022,13
2020-11-01,VILLA MED CTR,N85018,26
2020-07-01,THE RYAN MEDICAL CENTRE,P81082,19
2020-09-01,THE THORNTON PRACTICE,P81079,13
2020-12-01,FELLVIEW HEALTHCARE,A82044,15
2021-05-01,NELSON MEDICAL GROUP,A87019,17
2021-05-01,ST. PETERS HILL SURGERY,C83040,14
2021-05-01,PRIORY MEDICAL GROUP,B82005,30
2021-02-01,MEDICUS HEALTH PARTNERS,F85002,14
2021-02-01,EASTGATE MEDICAL GROUP,B82060,15
2021-01-01,COLLINGWOOD HEALTH GROUP,A87004,25
2020-08-01,ST FILLAN'S MEDICAL CTRE,P81018,18
2021-01-01,OAKENHURST MEDICAL PRACTICE,P81125,19
2020-11-01,ELMWOOD FAMILY DOCTORS,B85006,14
2020-07-01,THE CASTLE MEDICAL GROUP,P81100,13
2021-05-01,PARCLIFFE MEDICAL CENTRE,P81150,18
2021-02-01,OAKENHURST MEDICAL PRACTICE,P81125,17
2021-01-01,BRAMPTON MEDICAL PRACTICE,A82012,14
2021-01-01,BELLBROOKE SURGERY,B86081,21
2020-08-01,MOUNT PLEASANT MED CENTRE,B85041,13
2021-01-01,EAGLESCLIFFE MEDICAL PRACTICE,A81039,14
2021-03-01,GIBSON LANE PRACTICE,B86036,13
2021-03-01,HOLLAND HOUSE SURGERY,P81077,21
2020-11-01,THE PENDLE MEDICAL PARTNERSHIP,P81065,15
2021-04-01,UNION BRAE & NORHAM PRAC,A84044,15
2020-10-01,EAST NORWICH MEDICAL PARTNERSHIP,D82071,15
2021-05-01,THE CENTRAL SURGERY BARTON,B81005,14
2020-09-01,THE LEEDS ROAD PRACTICE,B82012,14
2020-12-01,MARISCO MEDICAL PRACTICE,C83064,13
2021-05-01,GREAT SUTTON MEDICAL CENTRE,N81050,18
2021-05-01,THE DE PARYS GROUP,E81037,14
2021-01-01,BEWICKE MEDICAL CENTRE,A87013,17
2020-08-01,PORTUGAL PLACE HEALTH CTR,A87003,14
2021-01-01,CLACTON COMMUNITY PRACTICES,F81681,13
2020-07-01,THE GROVE MEDICAL GROUP,A86018,13
2021-04-01,BELLBROOKE SURGERY,B86081,17
2020-10-01,DR L FREEMAN & PARTNERS,B86006,18
2020-11-01,LANCASTER MEDICAL PRACTICE,P81002,21
2020-12-01,BROADSHIRES HEALTH CENTRE,K84075,19
2020-09-01,BEDLINGTONSHIRE MED.GROUP,A84005,22
2020-12-01,DARWIN MEDICAL CENTRE,M83617,17
2021-05-01,YORK MEDICAL GROUP,B82083,14
2021-01-01,STANMORE MEDICAL GROUP,E82005,13
2021-01-01,HEREFORD MEDICAL GROUP,M81026,15
2021-01-01,LAKESIDE HEALTHCARE,K83002,13
2021-01-01,STOCKBRIDGE SURGERY,J82016,13
2020-10-01,FISHER MEDICAL CENTRE,B82028,17
2020-07-01,THE WEAVERS PRACTICE,P81755,26
2020-07-01,MONKSEATON MEDICAL CENTRE,A87020,22
2020-07-01,BROADSHIRES HEALTH CENTRE,K84075,14
2020-10-01,VALENS MEDICAL PARTNERSHIP,A84036,15
2021-05-01,LIBRARY HOUSE SURGERY,P81044,19
2020-09-01,ST FILLAN'S MEDICAL CTRE,P81018,24
2020-12-01,VILLAGE MEDICAL GROUP,A84030,24
2020-12-01,THE CALVERTON PRACTICE,C84047,14
2020-12-01,HOLLAND HOUSE SURGERY,P81077,14
2020-12-01,REVEL SURGERY,M84031,17
2021-05-01,RAINBOW MEDICAL CENTRE,N83001,18
2021-05-01,VILLAGE SURGERY,E82037,14
2021-01-01,VILLAGE SURGERY,E82037,14
2021-01-01,BLACKHALL AND PETERLEE PRACTICE,A83007,14
2020-08-01,HEREFORD MEDICAL GROUP,M81026,14
2021-01-01,BLUNDELLSANDS SURGERY,N84020,14
2021-03-01,HOLDERNESS HEALTH,B81025,41
2021-03-01,THORNABY & BARWICK MEDICAL GROUP,A81034,14
2020-11-01,HUGHENDEN VALLEY SURGERY,K82049,14
2020-11-01,HOLDERNESS HEALTH,B81025,23
2020-10-01,HOLLAND HOUSE SURGERY,P81077,17
2020-10-01,SKERNE MEDICAL GROUP,A83054,15
2020-07-01,THE CENTRAL SURGERY BARTON,B81005,22
2021-04-01,THE MORTIMER MEDICAL PRAC,M81043,13
2021-04-01,HILL BROW SURGERY PMS PRACTICE,C85010,25
2020-07-01,ST. PETERS HILL SURGERY,C83040,19
2020-09-01,THE RYAN MEDICAL CENTRE,P81082,14
2021-04-01,THE LEEDS ROAD PRACTICE,B82012,15
2021-03-01,KING'S MEDICAL PRACTICE,B87039,13
2020-09-01,THE CALVERTON PRACTICE,C84047,13
2020-09-01,GREAT ECCLESTON HLTH CTR,P81059,14
2021-05-01,THE CORNERSTONE PRACTICE,P81734,13
2021-05-01,TARLETON GROUP PRACTICE,P81710,16
2021-02-01,ST. MARY'S HEALTH CENTRE,P81213,20
2021-02-01,KNUTSFORD MEDICAL PARTNERSHIP,N81049,17
2021-01-01,RISING BROOK,M83036,14
2020-08-01,CARLISLE HEALTHCARE,A82016,20
2021-03-01,LEEN VIEW SURGERY,C84043,13
2020-11-01,CONSETT MEDICAL CENTRE,A83018,15
2020-11-01,WHITBY GROUP PRACTICE,B82017,13
2020-10-01,RAINBOW MEDICAL CENTRE,N83001,32
2020-10-01,ST. PETERS HILL SURGERY,C83040,17
2020-07-01,NORWOOD SURGERY,N84008,13
2020-07-01,WELLFIELD MEDICAL CENTRE,P84074,15
2021-04-01,MARINE MEDICAL GROUP,A84014,16
2021-04-01,REVEL SURGERY,M84031,19
2020-10-01,MARISCO MEDICAL PRACTICE,C83064,15
2020-10-01,BEACON MEDICAL PRACTICE,C83019,14
2021-04-01,LANCASTER MEDICAL PRACTICE,P81002,18
2020-12-01,PORTSDOWN GROUP PRACTICE,J82155,29
2020-12-01,MARINE MEDICAL GROUP,A84014,18
2021-05-01,CONSETT MEDICAL CENTRE,A83018,14
2021-05-01,ST MARKS MEDICAL CENTRE (TCG MEDICAL),N84021,16
2021-01-01,SCARBOROUGH MEDICAL GROUP,B82054,19
2021-03-01,MANSION HOUSE SURGERY,M83069,13
2021-03-01,LUPSET HEALTH CENTRE,B87008,16
2020-11-01,BIRTLEY MEDICAL GROUP,A85008,15
2020-11-01,THE CRESCENT SURGERY,P81092,18
2020-10-01,FOREST HALL MEDICAL GROUP,A87007,16
2020-10-01,SEAFORD MEDICAL PRACTICE,G81029,24
2021-04-01,QUEENS ROAD SURGERY,A83049,13
2020-12-01,SHAFTESBURY MEDICAL CTR.,B86016,15
2021-05-01,THE WEAVERS PRACTICE,P81755,18
2021-01-01,FISHER MEDICAL CENTRE,B82028,16
2021-01-01,THE WEAVERS PRACTICE,P81755,23
2020-08-01,HOLDERNESS HEALTH,B81025,14
2020-08-01,PORTSDOWN GROUP PRACTICE,J82155,22
2020-10-01,SOMERVILLE MED CTR,N85024,14
2020-10-01,WATERLOO MEDICAL CENTRE,P81016,17
2020-08-01,ROTHSCHILD HOUSE GROUP,E82001,17
2021-04-01,FOREST HALL MEDICAL GROUP,A87007,17
2020-09-01,THE WEAVERS PRACTICE,P81755,23
2020-12-01,THE TICKHILL & COLLIERY MEDICAL PRACTICE,C86013,20
2020-08-01,HAXBY GROUP PRACTICE,B82026,19
2021-03-01,ST MARKS MEDICAL CENTRE (TCG MEDICAL),N84021,18
2021-03-01,EAST DURHAM MEDICAL GROUP,A83057,13
2021-03-01,BLOOMFIELD MEDICAL CENTRE,P81115,13
2020-10-01,OAKWOOD LANE MEDICAL PRACTICE,B86022,13
2020-10-01,ALNWICK MEDICAL GROUP,A84006,14
2020-12-01,THE CENTRAL SURGERY BARTON,B81005,14
2020-07-01,PRIORY MEDICAL GROUP,B82005,26
2020-07-01,ST MARKS MEDICAL CENTRE (TCG MEDICAL),N84021,20
2020-07-01,CORKLAND ROAD MEDICAL PRACTICE,P84652,13
2020-09-01,WESTONGROVE PARTNERSHIP,K82073,13
2020-09-01,SEATON PARK MEDICAL GROUP,A84028,14
2020-12-01,BRAMPTON MEDICAL PRACTICE,A82012,13
2020-12-01,FISHER MEDICAL CENTRE,B82028,21
2020-12-01,ST MARKS MEDICAL CENTRE (TCG MEDICAL),N84021,20
2021-05-01,THE TICKHILL & COLLIERY MEDICAL PRACTICE,C86013,16
2021-02-01,THE CENTRAL SURGERY BARTON,B81005,14
2021-02-01,CENTRAL SURGERY,M84023,13
2021-01-01,NORTON MEDICAL CENTRE,A81036,22
2020-08-01,LUPSET HEALTH CENTRE,B87008,16
2020-08-01,BROCKWELL MEDICAL GROUP,A84043,16
2020-11-01,RAINBOW MEDICAL CENTRE,N83001,21
2020-10-01,DANEBRIDGE MEDICAL CENTRE,N81087,40
2020-10-01,LIBRARY HOUSE SURGERY,P81044,18
2020-07-01,BAY MEDICAL GROUP,Y01008,15
2020-07-01,RAINBOW MEDICAL CENTRE,N83001,20
2020-12-01,BEDLINGTONSHIRE MED.GROUP,A84005,15
2021-05-01,WITTON MEDICAL CENTRE,P81022,13
2021-02-01,HEREFORD MEDICAL GROUP,M81026,14
2021-02-01,ST ANDREW'S MEDICAL PRACTICE,A83001,14
2021-01-01,PEEL HOUSE MEDICAL PRACTICE,P81036,18
2020-11-01,THE TICKHILL & COLLIERY MEDICAL PRACTICE,C86013,14
2020-10-01,THE STREET LANE PRACTICE,B86066,15
2020-07-01,MEDICUS HEALTH PARTNERS,F85002,14
2020-09-01,BROADSHIRES HEALTH CENTRE,K84075,13
2021-04-01,RAINBOW MEDICAL CENTRE,N83001,18
2020-09-01,VILLAGE SURGERY,E82037,13
2020-09-01,THE DE PARYS GROUP,E81037,20
2021-05-01,LAKESIDE HEALTHCARE ST NEOTS,D81057,18
2021-01-01,THE ATHERSTONE SURGERY,M84019,15
2020-08-01,VILLAGE MEDICAL GROUP,A84030,15
2020-08-01,OAKENHURST MEDICAL PRACTICE,P81125,18
2020-11-01,LAKESIDE HEALTHCARE,K83002,16
2020-10-01,KING'S MEDICAL PRACTICE,B87039,22
2021-04-01,PARCLIFFE MEDICAL CENTRE,P81150,20
2020-10-01,GREAT BENTLEY SURGERY,F81021,13
2020-11-01,SOUTH BANK SURGERY,B86035,13
2020-12-01,WASHWAY ROAD MEDICAL CENTRE,P91014,17
2021-02-01,PORTUGAL PLACE HEALTH CTR,A87003,15
2020-08-01,KNUTSFORD MEDICAL PARTNERSHIP,N81049,19
2020-08-01,MARINE MEDICAL GROUP,A84014,16
2020-08-01,THE THORNTON PRACTICE,P81079,15
2021-03-01,RISING BROOK,M83036,14
2021-03-01,PEARTREE LANE SURGERY,E82040,14
2020-10-01,THE ATHERSTONE SURGERY,M84019,18
2020-10-01,WESTONGROVE PARTNERSHIP,K82073,15
2020-10-01,WEST LODGE SURGERY,B86050,25
2020-10-01,THE CORNERSTONE PRACTICE,P81734,13
2020-07-01,CENTRAL SURGERY,M84023,16
2020-07-01,BEWICKE MEDICAL CENTRE,A87013,17
2021-04-01,GLENROYD MEDICAL CENTRE,P81072,13
2021-04-01,BENCHILL MEDICAL PRACTICE,P84029,13
2021-04-01,WEST TIMPERLEY MEDICAL CENTRE,P91016,16
2021-04-01,KING'S MEDICAL PRACTICE,B87039,17
2020-09-01,DR T P FOX & PARTNERS,B86075,13
2021-01-01,ST. PETERS HILL SURGERY,C83040,16
2020-08-01,PRIORY MEDICAL GROUP,B82005,22
2021-02-01,FEARNHEAD CROSS MED.CTR.,N81048,15
2021-03-01,THE CENTRAL SURGERY BARTON,B81005,16
2021-03-01,ST. PETERS HILL SURGERY,C83040,15
2020-11-01,EASTGATE MEDICAL GROUP,B82060,13
2020-10-01,THE WEAVERS PRACTICE,P81755,26
2020-12-01,NEW MEDICAL CENTRE,B86033,15
2021-04-01,DANEBRIDGE MEDICAL CENTRE,N81087,38
2021-04-01,HEALTH AND BEYOND,M92612,16
2021-04-01,FISHER MEDICAL CENTRE,B82028,16
2020-09-01,THE LIGHTHOUSE GROUP PRACTICE,J82060,15
2021-05-01,WESTMORELAND GP CENTRE,N82037,16
2021-02-01,FILEY SURGERY,B82037,15
2021-01-01,CASTLEGATE AND DERWENT SURGERY,A82021,15
2020-08-01,SHAFTESBURY MEDICAL CTR.,B86016,16
2020-08-01,THE VILLAGE GREEN SURGERY,A87016,19
2021-03-01,ST. MARY'S HEALTH CENTRE,P81213,16
2021-03-01,FOREST HALL MEDICAL GROUP,A87007,19
2021-03-01,SCARBOROUGH MEDICAL GROUP,B82054,19
2021-03-01,DANEBRIDGE MEDICAL CENTRE,N81087,37
2021-04-01,NORTH PRESTON MEDICAL PRACTICE,P81103,13
2020-08-01,LINGWELL CROFT SURGERY,B86042,13
2021-04-01,RAILWAY MEDICAL GROUP,A84009,16
2021-05-01,SOMERVILLE MED CTR,N85024,15
2021-05-01,BEAUMONT PARK SURGERY,A87011,14
2021-01-01,HEALTH AND BEYOND,M92612,13
2020-08-01,LAKESIDE HEALTHCARE ST NEOTS,D81057,25
2020-11-01,THE THORNTON PRACTICE,P81079,13
2020-10-01,MOUNT PLEASANT MED CENTRE,B85041,14
2020-10-01,CENTRAL HEALTHCARE,B82038,15
2020-10-01,ST ANDREW'S MEDICAL PRACTICE,A83001,13
2020-10-01,MOWBRAY HOUSE SURGERY,B82050,30
2020-10-01,CASTLEGATE AND DERWENT SURGERY,A82021,21
2020-12-01,HILL BROW SURGERY PMS PRACTICE,C85010,30
2020-07-01,HOLLAND HOUSE SURGERY,P81077,15
2020-07-01,VALENS MEDICAL PARTNERSHIP,A84036,18
2021-04-01,THE CENTRAL SURGERY BARTON,B81005,13
2020-12-01,BURN BRAE MEDICAL GROUP,A84024,17
2021-05-01,FEARNHEAD CROSS MED.CTR.,N81048,17
2021-02-01,BELLBROOKE SURGERY,B86081,16
2021-02-01,PARCLIFFE MEDICAL CENTRE,P81150,20
2021-01-01,WESTONGROVE PARTNERSHIP,K82073,13
2021-03-01,RIVERSIDE HEALTH CENTRE,C84094,16
2021-03-01,THE ATHERSTONE SURGERY,M84019,17
2021-03-01,ORCHARD MEDICAL PRACTICE,C84051,15
2020-11-01,WATERLOO MEDICAL CENTRE,P81016,13
2020-07-01,VILLA MED CTR,N85018,28
2020-11-01,PARK LEYS MEDICAL PRACTICE,M84012,15
2021-04-01,THE HEALTHCARE CENTRE,P81067,13
2020-09-01,BEAUMONT PARK SURGERY,A87011,17
2020-12-01,HOLDERNESS HEALTH,B81025,27
2021-05-01,MONKSEATON MEDICAL CENTRE,A87020,13
2021-05-01,VILLAGE MEDICAL GROUP,A84030,18
2021-02-01,SHAFTESBURY MEDICAL CTR.,B86016,17
2021-03-01,HIGHFIELD SURGERY,P81074,13
2020-11-01,THE CENTRAL SURGERY BARTON,B81005,17
2020-11-01,ST MARKS MEDICAL CENTRE (TCG MEDICAL),N84021,21
2020-10-01,IVY GROVE SURGERY,C81004,13
2020-10-01,NEW MEDICAL CENTRE,B86033,13
2020-10-01,RAILWAY MEDICAL GROUP,A84009,18
2020-07-01,THE LEEDS ROAD PRACTICE,B82012,16
2020-07-01,HEREFORD MEDICAL GROUP,M81026,16
2021-04-01,MEDICUS HEALTH PARTNERS,F85002,19
2021-04-01,WESTMORELAND GP CENTRE,N82037,15
2021-05-01,"THE DOCTORS HOUSE, MARLOW MEDICAL GROUP",K82023,15
2021-04-01,CITY VIEW MEDICAL PRACTICE,B86002,14
2021-05-01,SEATON PARK MEDICAL GROUP,A84028,13
2021-02-01,THE DE PARYS GROUP,E81037,13
2021-02-01,LINTHORPE SURGERY,A81026,13
2021-01-01,WEST TIMPERLEY MEDICAL CENTRE,P91016,21
2021-01-01,LANCASTER MEDICAL PRACTICE,P81002,20
2021-01-01,FOREST HALL MEDICAL GROUP,A87007,17
2021-03-01,BLACKHALL AND PETERLEE PRACTICE,A83007,17
2020-11-01,DANEBRIDGE MEDICAL CENTRE,N81087,40
2020-10-01,STAG MEDICAL CENTRE,C87007,18
2020-10-01,THE PENDLE MEDICAL PARTNERSHIP,P81065,14
2020-12-01,THREE CHEQUERS MEDICAL PRACTICE,J83026,20
2020-07-01,SEAFORD MEDICAL PRACTICE,G81029,16
2021-04-01,HAXBY GROUP PRACTICE,B82026,14
2020-09-01,GREAT BENTLEY SURGERY,F81021,15
2020-09-01,ORCHARD MEDICAL PRACTICE,C84051,15
2020-09-01,DR L FREEMAN & PARTNERS,B86006,20
2021-05-01,AYTON AND SNAINTON MEDICAL PRACTICE,B82063,18
2021-05-01,COLLINGWOOD HEALTH GROUP,A87004,24
2021-02-01,MOWBRAY HOUSE SURGERY,B82050,21
2021-02-01,MONKSEATON MEDICAL CENTRE,A87020,16
2021-01-01,PATTERDALE LODGE MED CTRE,N83002,13
2021-01-01,THE LEEDS ROAD PRACTICE,B82012,16
2020-08-01,PARCLIFFE MEDICAL CENTRE,P81150,17
2020-08-01,ALNWICK MEDICAL GROUP,A84006,20
2020-08-01,ST MARKS MEDICAL CENTRE (TCG MEDICAL),N84021,18
2021-03-01,THE LEEDS ROAD PRACTICE,B82012,14
2021-03-01,MARISCO MEDICAL PRACTICE,C83064,17
2020-11-01,THE ATHERSTONE SURGERY,M84019,21
2020-11-01,THE WEAVERS PRACTICE,P81755,18
2020-11-01,HEALTH CARE FIRST PARTNERSHIP,B87030,15
2020-10-01,WHITWORTH MEDICAL CENTRE,P81088,16
2020-07-01,FISHER MEDICAL CENTRE,B82028,16
2020-07-01,RIVERSIDE MEDICAL CENTRE,P81185,14
2020-11-01,SEAFORD MEDICAL PRACTICE,G81029,15
2020-08-01,REVEL SURGERY,M84031,14
2020-09-01,MARKET SURGERY,D82016,15
2020-09-01,WEST LODGE SURGERY,B86050,17
2020-12-01,CONSETT MEDICAL CENTRE,A83018,15
2021-05-01,NORTON MEDICAL CENTRE,A81036,22
2021-01-01,ELMWOOD FAMILY DOCTORS,B85006,17
2021-01-01,RIVERSIDE MEDICAL CENTRE,P81185,16
2021-03-01,JORVIK GILLYGATE PRACTICE,B82098,17
2020-11-01,LAKESIDE HEALTHCARE ST NEOTS,D81057,26
2020-11-01,CIVIC MEDICAL CENTRE,N85006,17
2020-11-01,GIBSON LANE PRACTICE,B86036,13
2020-11-01,RISING BROOK,M83036,18
2020-10-01,BURN BRAE MEDICAL GROUP,A84024,15
2020-10-01,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",B81069,15
2020-12-01,FEARNHEAD CROSS MED.CTR.,N81048,13
2020-12-01,WESTONGROVE PARTNERSHIP,K82073,14
2020-07-01,COLLINGWOOD HEALTH GROUP,A87004,26
2021-04-01,VILLAGE MEDICAL GROUP,A84030,17
2021-04-01,BEDLINGTONSHIRE MED.GROUP,A84005,17
2021-05-01,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON",B81069,13
2020-12-01,THE ATHERSTONE SURGERY,M84019,17
2021-05-01,JORVIK GILLYGATE PRACTICE,B82098,17
2021-05-01,LAKESIDE HEALTHCARE,K83002,19
2021-02-01,PRIORY MEDICAL GROUP,B82005,35
2021-01-01,WESTMORELAND GP CENTRE,N82037,17
2021-02-01,BIRTLEY MEDICAL GROUP,A85008,13
2021-02-01,RIVERMEAD GATE MED.CTR.,F81071,15
2021-01-01,HILL BROW SURGERY PMS PRACTICE,C85010,17
2021-03-01,THREE CHEQUERS MEDICAL PRACTICE,J83026,15
2020-10-01,TARLETON GROUP PRACTICE,P81710,14
2020-07-01,HILL BROW SURGERY PMS PRACTICE,C85010,27
2020-07-01,VESPER ROAD,B86041,17
2020-09-01,LIBRARY HOUSE SURGERY,P81044,16
2021-04-01,WESTERN ELMS & CIRCUIT LANE SURGERIES,K81062,15
2020-09-01,THE CRESCENT SURGERY,P81092,22
2020-12-01,BEAUMONT PARK SURGERY,A87011,14
2021-05-01,BROADSHIRES HEALTH CENTRE,K84075,13
2021-05-01,GREAT OAKLEY MEDICAL CENTRE,K83622,15
2020-08-01,PEEL HOUSE MEDICAL PRACTICE,P81036,16
2021-01-01,THE GROVE MEDICAL GROUP,A86018,13
2021-03-01,FEARNHEAD CROSS MED.CTR.,N81048,14
2021-03-01,VALENS MEDICAL PARTNERSHIP,A84036,36
2020-11-01,NELSON MEDICAL GROUP,A87019,19
2020-07-01,WELLINGTON HOUSE,B85015,13
2021-04-01,BEAUMONT PARK SURGERY,A87011,17
2021-04-01,CROMWELL MEDICAL CENTRE,E82079,14
2020-10-01,PRIORY MEDICAL GROUP,B82005,27
